avg_pause_duration,pause_frequency,speech_rate,articulation_rate,mean_pitch,pitch_std,pitch_range,pitch_median,rms_mean,rms_std,rms_max,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,file_name,word_count,cognitive_load
0.264822055,1.076323001,173.9920641,246.2884897,346.3537653,146.3460797,1869.540617,318.3992322,0.057961002,0.039317705,0.311174542,1554.282843,1531.666522,3097.875081,0.035311569,0.090818332,-271.8926086,84.22425842,-8.926439285,27.760952,-12.68442535,2.190535069,-12.40997696,-3.97837925,-8.283391953,-4.961746216,1.873648524,-4.11312294,6.336311817,lecture_001.wav,1075,medium
0.532094053,1.021140287,146.5188014,323.3467983,171.8841928,46.53866445,564.0778189,163.8645209,0.055325855,0.054630332,0.474461019,1525.75725,1584.247816,3030.831253,0.030972289,0.100178996,-253.3863983,105.0774612,-5.939173698,12.5714798,2.28785181,-4.907575607,-17.91193199,-13.77342415,-16.57495689,-5.211369991,-8.098980904,-4.617402554,-6.002914429,lecture_002.wav,1729,high
0.240493648,0.741665579,137.2148624,167.9561871,200.5096497,53.89666168,332.6025608,188.2309057,0.04006388,0.022856079,0.138990417,2535.055745,1888.718336,4569.918123,0.143984422,0.184782728,-314.7734985,35.35439682,34.09928894,12.9107008,10.03831291,-8.508923531,-2.17748189,-16.04555702,-8.835083008,-7.105523586,-12.00612736,-5.369439125,-6.780590534,lecture_003.wav,1699,medium
0.305066667,0.559727926,166.2391939,202.3528343,136.584824,19.80088868,156.7709902,135.4258855,0.059603654,0.034892328,0.167661354,1630.913894,1510.183738,2979.33069,0.086965598,0.121887972,-282.933197,85.8584671,11.61857033,31.55276299,17.12561417,0.981199086,-7.53788662,-6.916214943,-4.434175014,-1.429000974,-7.046843529,4.324466705,-7.33425951,lecture_005.wav,297,medium
0.27356341,1.421887722,180.559048,297.0354809,220.8602684,68.95567105,411.6534316,216.2205317,0.092205249,0.080177307,0.536243498,1726.995238,1609.192374,3231.591261,0.030319864,0.117096698,-234.4552155,77.69150543,0.18071948,22.06062889,5.960639477,-1.860906363,-7.510721207,-6.569482803,-13.0201416,4.734427452,-9.327515602,-6.426290512,-1.960503697,lecture_004.wav,1018,medium
0.273135484,1.268464124,171.6927568,266.0455837,359.9055497,151.919702,2003.557924,327.7290419,0.057254706,0.042961314,0.354307413,1613.279005,1573.591976,3232.69875,0.036407355,0.094250897,-276.5132751,78.98054504,-6.231232643,27.74554253,-12.8761816,0.728202283,-11.72974586,-4.291255474,-7.031383514,-3.529930353,2.167459965,-3.229616404,6.328892231,lecture_006.wav,1049,medium
0.723848975,0.7725,111.95,254.1853354,314.2035889,82.33760545,578.7913149,312.929324,0.039828327,0.045884375,0.309174299,1447.966232,1478.829585,2906.779569,0.025419893,0.102533581,-350.9891052,79.83483124,5.772042274,15.82334518,-8.150040627,-15.67937183,-10.44034195,-15.7328434,-11.89435577,-9.147070885,-9.983538628,-5.061575413,-10.76889038,lecture_007.wav,2239,high
0.457890909,1.347126411,126.1890049,336.210497,335.470725,126.010573,1634.641548,314.7421051,0.040846415,0.043177143,0.443204463,1307.449888,1364.668396,2573.388024,0.035166372,0.089072675,-327.0630188,104.2362595,-6.110406399,14.64128971,-9.497653961,-15.46967888,-2.792776108,-4.471090317,-6.392266273,-5.483952522,-5.536147594,-5.395220757,-1.524792433,lecture_008.wav,1288,medium
0.266916129,1.325893361,202.0918106,313.3122911,244.4532419,89.21242621,1991.641566,230.404707,0.079135321,0.06506785,0.449647486,1764.877539,1605.46746,3323.663006,0.032035422,0.124085822,-237.8430176,77.82201385,-11.05294991,19.4640255,0.472537637,-3.610911608,-12.9981699,-9.223209381,-18.35953903,2.177842379,-10.2274456,-10.85135841,-3.218334436,lecture_009.wav,3150,low
0.235054545,1.363846764,199.0389702,293.2960894,242.6963,86.33665479,1979.793842,229.0776736,0.073480971,0.056780428,0.39911294,1650.285519,1556.623621,3100.03003,0.026520766,0.113749256,-247.8887024,87.98872375,-8.744786263,20.16464424,2.142666578,-2.610906363,-10.77914238,-10.0196209,-18.81337929,2.37953949,-12.3106966,-7.895031452,-2.83924365,lecture_010.wav,1204,medium
0.455473383,1.455833333,121.1,359.7314639,174.537453,66.97235041,387.4865928,181.81907,0.03457113,0.041982733,0.377546459,1736.693784,1692.321623,3367.834774,0.040155359,0.134222254,-332.8058777,92.90732574,17.79821396,8.958473206,-1.023118138,-14.19697094,-3.688466311,-9.393082619,-4.814362049,0.491443366,-5.66960907,0.018946145,-0.808695257,lecture_011.wav,2422,high
0.295487465,1.526544101,177.9550714,328.4723094,349.3736997,139.2829091,1873.116252,322.0988531,0.05580603,0.042417981,0.482415497,1565.104765,1556.150014,3150.179221,0.030483155,0.086768565,-278.8954163,78.57402802,-6.047787189,26.65472794,-10.58168411,-1.079311013,-9.914754868,-3.160866499,-7.146117687,-3.196318626,2.251275301,-3.077315092,6.264018059,lecture_012.wav,1395,medium
0.29979798,1.65,127.3,251.9395187,173.3797479,50.55021322,326.5890447,175.625645,0.052417379,0.053557251,0.363813639,1504.89086,1558.411345,2832.642171,0.031700276,0.115894214,-273.54953,119.8380814,10.48568344,7.862556934,-3.19726038,-11.10531712,-3.880581856,-6.512268543,-5.112310886,-2.394434452,-7.256502151,-3.887993336,-2.292317867,lecture_013.wav,2546,high
0.564985237,1.0725,95.1,241.4032356,622.5308339,725.4790842,2027.598131,272.4207993,0.062403422,0.076276116,0.522691607,1564.39921,1477.224512,2954.801205,0.019882018,0.122309069,-297.9966736,66.81409454,1.22659564,21.78124237,8.972723961,7.103742123,-8.000496864,-5.615183353,-5.085217953,6.030855656,2.025535822,-7.278707504,3.163521051,lecture_014.wav,1902,low
0.741514739,1.1025,114.0,627.1086988,155.7319964,41.37438816,254.8373089,161.9823764,0.021115331,0.024506886,0.363813639,1476.830554,1549.552561,2804.133556,0.031403746,0.11240906,-340.0622253,110.5998306,16.16625977,5.58804369,0.136072069,-9.087150574,-4.181611061,-3.539874792,-5.582609653,-1.972758055,-6.313867569,-4.489966869,-1.559238315,lecture_015.wav,2280,high
0.262917031,1.558031132,190.7737683,323.9571138,329.9197247,93.44111096,1979.781276,312.929324,0.051448062,0.036519591,0.405334204,1549.391933,1542.907146,3115.160032,0.018328965,0.086103036,-283.3970337,81.70549011,-7.15460968,28.35635757,-10.35176659,-2.240600586,-10.01104641,-5.359416485,-7.9855299,-4.369446754,0.761291623,-3.913267374,7.000143528,lecture_016.wav,2804,low
0.252720627,1.276666667,117.2,173.5644894,196.656381,54.45111785,649.3757175,186.0688893,0.042982198,0.035218548,0.196614593,1705.889869,1519.771093,3253.504282,0.02900028,0.123435133,-352.8998718,83.48365021,12.64374733,27.07958031,-22.13963318,-9.535707474,-10.6384201,-19.65781212,-8.042873383,-11.58666611,-4.448171616,-5.262973785,-7.334543705,lecture_017.wav,2344,high
0.236780586,1.410686072,195.8129261,294.663095,239.2671446,60.18880524,431.3379468,225.1422562,0.07724829,0.060712647,0.426235944,1729.841179,1600.416347,3256.76306,0.030518796,0.121275699,-236.7680359,78.71845245,-7.206933498,21.27918816,2.064481974,-6.113244534,-16.12674141,-10.37064648,-19.68215179,-0.423077136,-12.90814018,-9.519968033,-0.24004364,lecture_018.wav,2288,high
0.352740741,0.693506046,198.8050666,265.6507414,217.9377047,239.6927931,2027.598131,171.6143497,0.077624217,0.054264024,0.223756626,1890.147523,1542.399711,3498.14118,0.036898185,0.143689775,-236.4004974,77.7559433,-5.386704922,49.74555588,-3.324754,-3.890103817,-17.18904305,-9.738045692,-2.123507261,-2.227954626,-3.658100843,0.089498132,-1.268884778,lecture_019.wav,1032,medium
0.315451859,1.841936426,146.7168515,350.4195353,205.6851785,48.9969235,362.0676628,202.9095626,0.063892305,0.058220815,0.645087838,1654.108181,1617.314087,3090.133458,0.034366097,0.13624818,-250.4652405,106.7584229,15.47417545,-1.738830447,-5.950195789,-10.25550842,-5.566755295,-9.597733498,-1.580131888,-0.219724596,-6.86130619,-4.709126472,-5.126935005,lecture_020.wav,2606,high
0.186095941,1.500393135,205.8749769,286.373298,227.9862063,53.67370271,413.2737275,218.7328932,0.083988681,0.05921267,0.447883755,1557.627228,1524.378907,2964.502572,0.022067586,0.101143726,-216.8248749,95.45232391,-7.904820442,22.04379272,-1.201369405,-2.540072441,-15.39626503,-11.01769447,-20.20756149,-1.769283652,-9.297486305,-10.44461536,-2.389364719,lecture_021.wav,2479,high
0.289438202,1.099042313,170.5059184,250.444388,182.8154535,54.30023425,501.9165444,178.6955272,0.194657639,0.16124846,0.847163379,1641.092549,1671.569931,3191.945928,0.039644424,0.118323704,-136.1829529,96.22545624,-1.202023983,13.38717461,9.366563797,-6.074253559,-12.00529003,-7.762509346,-14.33408546,-5.568678856,-9.432013512,-2.653470755,-7.386610031,lecture_022.wav,1841,high
0.452210526,0.617614247,139.4507957,195.8188789,193.7312669,56.28558625,300.338283,204.0850057,0.084308147,0.063030452,0.274580091,1390.714006,1501.378128,2785.105968,0.03375791,0.073675362,-320.0050354,97.92967224,11.99491882,32.11657715,18.00267029,-9.430409431,-4.014923573,-18.72198486,-8.515156746,-6.556870461,-15.46198654,6.350954533,-3.672272205,lecture_023.wav,572,medium
0.253930348,1.153218694,173.1549263,246.2467363,214.3260355,77.45223114,854.9886889,201.7408895,0.045145828,0.036588177,0.202747971,1392.169028,1293.12777,2572.197855,0.057633638,0.105908849,-341.1299438,102.7975922,-0.504900813,14.81317997,-0.829364955,-20.53373528,-11.12327003,-14.53881454,-9.074419022,-3.643153667,-5.406196117,-0.001541017,-6.008914948,lecture_024.wav,1006,medium
0.214518519,0.430947817,193.5540936,213.5778696,190.4361232,86.10000652,1331.506534,180.7718692,0.097812288,0.046509448,0.219640419,1818.854932,1847.681532,3766.841519,0.0261881,0.11119601,-205.8734131,74.81060028,19.18642807,42.23871613,18.64009476,1.921151519,-2.364885569,-4.340577126,-0.899737895,-2.202841759,-10.73347855,5.789822578,-5.421805859,lecture_025.wav,1819,low
0.168993103,1.298630784,167.1203478,218.7060478,259.2071838,83.70779055,597.6677485,242.6993409,0.163720578,0.119054735,0.64140898,1576.465339,1436.647713,2939.991851,0.064695135,0.107877098,-183.609024,81.14226532,-13.65034389,28.08554077,-0.803255498,-13.62392235,-14.39766884,-13.6937027,-9.504361153,-5.174971581,-5.635607719,-1.490430832,-9.85797596,lecture_026.wav,1244,medium
0.230659898,1.323776273,132.6464144,191.1309063,309.1636766,82.27500341,601.5088979,312.929324,0.013616267,0.010068462,0.069153279,1961.080288,1842.511155,3754.099421,0.041830346,0.147825285,-390.2989807,84.5619278,13.45843983,27.93331528,-0.666691899,-14.16350842,-4.123663902,-5.238349915,0.511213183,-7.046042919,-1.420330644,-7.18121624,2.418962002,lecture_027.wav,658,medium
0.22805168,0.815356298,143.2246025,176.5017448,166.2179752,55.67745577,317.6358565,163.8645209,0.060514294,0.039452262,0.210373402,1892.631793,1662.078439,3536.375817,0.040641606,0.133007115,-260.5648804,82.87340546,8.022089958,26.69508934,-0.33657375,-5.750822544,2.672567606,-15.34032345,0.535334289,-1.965068936,-6.570069313,2.82917738,-8.173947334,lecture_028.wav,1133,medium
0.404394486,0.962223849,117.4872259,193.2397959,348.9764231,100.9288477,1842.8329,337.3322358,0.037291866,0.033464994,0.20263052,1935.768689,1801.88857,3711.143616,0.060350716,0.147848839,-349.502533,65.81822968,11.63140678,7.512434483,-1.624492645,-26.21836662,-11.06726551,-18.85241318,-15.0737772,-9.817775726,-6.751657009,-8.863497734,-11.4341917,lecture_029.wav,1919,low
0.304146789,0.542091173,123.3879082,151.7988253,205.3774552,62.67922958,302.4570203,202.9095626,0.053246316,0.031831302,0.12732479,1948.268976,1663.292234,3571.76833,0.117294729,0.127590828,-291.8898315,79.31356049,7.417058468,11.13883877,2.307175636,11.50657463,-22.82278442,-7.491743088,-16.00930595,-8.240574837,-10.41230011,5.465579033,-6.087759495,lecture_030.wav,827,medium
0.265281654,1.29,162.7,247.3546582,235.0785102,168.5018186,1323.460908,190.4180434,0.160177886,0.139164776,0.749484479,1618.355179,1479.843978,3150.371823,0.026223192,0.134464526,-208.1599426,91.66382599,-7.013095379,16.796978,-17.57294464,-17.44015884,-10.10387516,-15.41615868,1.762909293,-2.306244135,-4.075136185,-2.775340796,-5.095301151,lecture_031.wav,3254,low
0.247657143,1.188390066,151.0104233,216.1288755,202.9671553,127.7775382,2003.557924,175.625645,0.077033199,0.056574907,0.378566384,1507.436708,1301.39278,2702.870348,0.016346363,0.108813042,-286.03125,89.70572662,6.69560194,32.49713898,2.311822891,12.07489777,-22.53066826,10.01903915,-11.68806458,-14.77623749,-5.331532478,-7.306907177,-4.8328228,lecture_032.wav,1186,medium
0.330248366,0.875665043,122.9365041,174.0342235,283.2836654,119.3346406,661.4909933,311.1269837,0.07205911,0.051131707,0.235171646,1421.136907,1534.177203,2759.118041,0.015026808,0.087253369,-263.025116,104.5796432,-11.78607845,12.02897835,-1.984148026,-18.97669411,-8.949131966,-16.98390579,-22.72169495,-20.86350632,-21.43764877,-9.209105492,-2.127807856,lecture_033.wav,716,medium
0.196915589,1.095833333,170.2,217.0475413,209.5068946,51.89618124,1043.324133,207.6523488,0.105705008,0.070966974,0.387861848,1664.529813,1565.53025,3157.120393,0.019610751,0.126247519,-228.1430969,95.82345581,8.766494751,19.19069099,-14.33374596,-12.52848434,-4.025794983,-15.20443821,1.831920743,-5.251676083,-3.466273785,-1.876086235,-4.448457718,lecture_034.wav,3404,low
0.245100437,1.762314558,134.8286072,240.2720889,221.928041,96.71736572,809.5251816,200.5789475,0.050741568,0.049344894,0.301743299,1615.179278,1435.128286,2998.873302,0.040167868,0.141020659,-311.4068604,92.81090546,-1.775931478,18.94255829,-7.345967293,-14.43045807,-10.27546024,-10.66724491,-7.048126221,-1.317234159,-6.244790554,-0.458525956,-3.054403305,lecture_035.wav,876,medium
0.340192813,1.545746467,127.0465413,270.1036866,238.04726,98.67013047,433.8366621,258.6205394,0.012686466,0.013567924,0.111023098,2119.522383,1762.637644,4054.907976,0.05372297,0.152940766,-458.2272339,52.98844147,3.755857706,6.199337482,-17.18718529,-14.30986118,-14.82494926,-13.88206577,-12.99002934,-5.87694788,-7.178242207,-9.936160088,-2.938854694,lecture_036.wav,1563,medium
0.392149068,0.682181349,159.1474004,220.0918807,200.1692125,54.25278271,691.4999781,195.997718,0.096670501,0.073644646,0.368465841,1060.830843,1180.116215,2142.577066,0.005359608,0.078469365,-240.6204071,137.2698212,-11.37482071,22.74342918,19.72098732,-30.98325157,-6.470085621,-5.806042194,-28.04609489,0.963637352,-9.957857132,-10.67307186,-1.146461844,lecture_037.wav,626,medium
0.277583138,1.318753184,149.7263568,237.4236013,218.123406,86.22819561,482.5914425,207.6523488,0.04837979,0.042432729,0.236373186,1363.760905,1376.338295,2591.87466,0.058882587,0.092055516,-348.9463806,89.13860321,20.5335865,24.82746887,2.406005621,-2.848485947,-5.237667084,-4.316740036,-7.376036167,-5.364277363,-2.05183816,-4.612043858,-5.165030956,lecture_038.wav,808,medium
0.329770992,1.040783855,126.9200159,193.6082024,401.1915112,130.7323615,1049.746943,391.995436,0.033541437,0.027959589,0.12794961,1444.465579,1499.564894,2911.098179,0.020777533,0.101505274,-357.4256287,96.04426575,-3.731473684,12.0443325,-19.0564537,-4.012733936,-7.319456577,-14.04488659,-8.331994057,-2.931806326,-14.73680687,-6.778718948,-7.680251122,lecture_039.wav,1065,medium
0.351825613,1.22200186,109.081147,192.7603088,183.2761642,47.18980981,308.8871595,183.9317058,0.091274418,0.084029317,0.594321072,1726.816876,1615.312445,3317.862874,0.108357169,0.125131772,-224.6289215,71.3787384,11.35004616,39.34759903,10.29284954,-9.659022331,-4.870594501,-10.6661005,-8.607123375,-4.03621769,-6.047073841,-1.490070343,-5.749226093,lecture_040.wav,546,medium
0.200915187,1.69,173.2,263.0300085,174.950814,57.44284881,377.1425027,167.6946726,0.064325444,0.04824546,0.377740383,1786.723259,1739.760707,3514.786481,0.041288864,0.134192138,-248.5392914,82.38452911,17.92794037,33.15565109,8.437391281,0.659340322,6.659491062,-11.97412872,-10.63710403,-5.739066601,-11.77932072,-1.305498481,-8.375432014,lecture_041.wav,3464,low
0.350508159,1.193718163,114.6971158,198.2951047,352.4566838,113.8532871,866.9211317,361.5437384,0.033886667,0.032066524,0.212338522,1594.285112,1526.956182,3102.99478,0.016454885,0.112866009,-355.8348389,79.08164215,-1.202634096,12.90291691,-12.39739895,-2.680820942,-11.31273556,-1.829393148,-1.678325176,-5.206218243,-5.614526272,-6.652966499,-6.188788414,lecture_042.wav,687,medium
0.381662469,0.754550676,131.485682,185.1078859,358.1188307,76.11984899,700.6781044,353.286068,0.076711632,0.052936457,0.255498201,1632.603685,1727.780459,3238.819601,0.027926546,0.107341871,-224.1933899,93.28717804,-3.3218925,3.83834815,-11.81033611,-16.85997391,-9.101606369,-14.86872482,-19.24332809,-8.205408096,-12.72648621,-7.331375122,-4.995816708,lecture_043.wav,1153,medium
0.28090566,1.63636118,122.5727148,229.9227799,339.5401417,137.0037201,2027.598131,312.929324,0.035401244,0.037931293,0.2139173,1996.745167,1638.074219,3706.001461,0.050808307,0.176562958,-385.2229614,71.79637146,8.37650013,9.344708443,-15.93307972,-0.405398071,-10.61494541,-17.47514534,-10.21468163,-9.427064896,-6.812915325,-4.294991016,-5.17540884,lecture_044.wav,794,medium
0.122790698,0.431241977,181.9239409,192.9458816,197.4580941,61.40384431,1043.324133,189.3213162,0.097266406,0.042778146,0.240111306,2082.889403,1509.725173,3596.432439,0.038931552,0.179822614,-154.356369,79.16713715,-32.66030121,32.86154175,-0.798072994,-9.437966347,-4.020863056,-22.44406128,-14.41078377,2.985650778,-8.69690609,1.538132787,-6.584292889,lecture_045.wav,907,medium
0.322766102,1.103643268,154.0985295,239.9342933,321.7462204,91.25741903,1502.575353,325.8414615,0.043581542,0.03832658,0.2146779,1604.943476,1623.296454,3152.530452,0.024334984,0.11532001,-315.6906738,99.37490845,0.614302576,6.373099804,-9.12814045,-14.41918278,-7.651953697,0.26467517,-8.345786095,-4.012447357,-2.478669882,-6.994484425,3.366399288,lecture_046.wav,2746,low
0.189976068,0.808376019,174.8579512,207.9170829,309.7710946,97.45937667,1654.395153,300.5288565,0.186729372,0.106391273,0.590144992,1759.78692,1609.838568,3245.109372,0.033656381,0.131943634,-141.8908844,86.98207855,-0.293398976,-2.724631071,-27.99338913,-13.70513725,-22.4215374,-3.692988873,-6.722174168,1.291250587,-3.684174538,-8.819252968,-1.52887702,lecture_047.wav,2109,low
0.290961194,1.46603443,130.7615187,231.527399,347.0151887,202.3764506,2015.543312,302.2698024,0.036652211,0.033995006,0.259205997,2121.279836,1689.621404,3762.50919,0.041358776,0.185650808,-372.4598999,55.97611618,17.10076332,18.6502552,6.774156094,-26.18150902,-21.94392776,-14.60443401,-9.917029381,-12.48633862,-3.297923088,-0.788617611,0.323912024,lecture_048.wav,996,medium
0.353158371,0.825316683,127.4946224,180.9489484,259.7103003,46.4008252,361.0306333,251.2581146,0.048011906,0.038037378,0.176267639,1738.447702,1374.080482,3073.032732,0.17804879,0.137568473,-333.5091858,59.9037056,-5.596439362,9.507293701,-11.62705898,-14.22775173,-16.00964355,-10.70418262,-12.35550785,-4.167332172,-13.22343349,-4.608437061,-7.913484573,lecture_049.wav,569,medium
0.289105832,1.241539623,138.5268616,217.6000809,361.1426731,144.2154556,1634.641548,357.3910544,0.031980909,0.027144326,0.171617299,2122.424988,1641.348808,3856.441458,0.057229958,0.182774725,-306.1524963,74.50782776,-21.95791626,13.90449238,-24.03011322,-10.23785686,-11.98441505,-8.680817604,-1.994436979,-10.13920784,-6.408055305,-2.644675732,-4.589662075,lecture_050.wav,861,medium
0.304470588,1.403002916,103.5451522,186.3541843,330.9211632,169.3943795,1979.793842,275.5861765,0.040491294,0.040209617,0.244197935,2049.364239,1605.820989,3692.78251,0.066168122,0.16586982,-362.8197021,60.11067963,-16.14012527,3.975048542,-17.02216721,-9.576809883,-14.06495667,-13.35090446,-5.831315517,-7.604176521,-7.099989891,-5.72533989,-2.92727685,lecture_051.wav,1171,medium
0.302016529,0.432002938,167.3029561,192.8077683,203.2112947,32.18264352,240.7149399,199.4236978,0.092786781,0.048400726,0.221133113,1452.57311,1521.408595,2883.633647,0.021195373,0.10789872,-238.2710266,108.3954239,8.992897987,38.49354935,0.463640362,-16.04493523,-10.68690586,-15.77655506,1.419301033,-5.454107285,-1.585353494,-2.644352198,-1.69482255,lecture_052.wav,781,medium
0.325041459,1.008271526,167.4433012,250.7913929,207.6649668,110.7152681,1634.641548,188.2309057,0.081426702,0.069672771,0.375433505,1705.239095,1585.297049,3209.950592,0.057986218,0.137117369,-206.3767395,94.91824341,-7.401662827,18.72866821,-7.403248787,-8.289699554,-13.84183311,-9.772960663,-7.604614735,-6.037951469,-8.786752701,-5.937861919,-7.917508602,lecture_053.wav,1669,low
0.230038238,1.618978111,173.4446375,279.7846474,214.6849971,78.57653507,1095.76057,201.7408895,0.02264142,0.016531706,0.156974345,1519.054015,1391.854912,2877.960009,0.024216432,0.119535439,-322.3588257,114.2421951,-20.1360054,26.49842453,-18.18357658,-0.519638419,-7.026827812,-17.34306335,-6.374671459,-3.092802286,-2.431004047,-3.336152792,-6.978128433,lecture_054.wav,2148,high
0.249845005,1.192469405,132.0735022,189.3678161,234.8608597,91.05354874,700.6781044,202.9095626,0.142936304,0.110950224,0.536146879,1379.226905,1166.964529,2438.521829,0.147335872,0.10066652,-241.6366577,76.0765686,3.169617891,26.77777863,7.376348972,-17.36435318,-25.27280617,-9.151652336,-14.73769379,-8.424634933,-8.614160538,-5.744063377,-12.24949551,lecture_055.wav,1977,high
0.425081081,1.512638967,164.8718071,473.4035417,245.6926538,106.2047745,782.7010246,213.7370271,0.035350367,0.045613579,0.370143265,1243.492078,982.5027919,2206.93927,0.011941396,0.119181505,-349.1302185,93.89492035,-17.03682899,12.38567734,-9.526408195,-27.88862991,-6.3971138,-21.4987545,-19.18901634,-3.054972649,-12.69561768,-6.191931248,-1.314866543,lecture_056.wav,941,medium
0.158374781,1.22773504,150.811446,189.1993958,269.9928416,100.7367541,922.3602112,257.1309947,0.102716871,0.066577554,0.336210519,1640.784051,1425.034764,2952.132715,0.054746613,0.119552913,-231.1990204,78.59622192,-11.39494419,25.15489197,-0.958733559,-20.81562996,-17.16147232,-18.02676201,-18.9569416,-7.288776875,-11.6833477,-7.350331783,-10.09273052,lecture_057.wav,1169,medium
0.20733395,1.269543192,150.9358844,206.2365205,247.9784685,96.73857383,951.3039819,217.4730845,0.141673654,0.099082507,0.596827805,1393.514956,1355.230908,2624.397525,0.088406108,0.088612284,-212.5296478,86.63786316,-9.630281448,27.71077538,2.94998908,-8.390668869,-5.331542015,-7.093756676,-11.26160812,-3.437119722,-4.018472672,-2.377861738,-8.256829262,lecture_058.wav,2142,high
0.249222707,1.09625748,161.7099462,223.1529437,194.1713818,62.14632495,511.8331746,182.8723372,0.056831557,0.045094438,0.233881071,1278.840172,1343.914826,2431.512571,0.04816319,0.083891775,-310.2792969,103.8757095,7.247750759,18.21105385,11.17831802,7.802431583,1.354826093,-5.961281776,-15.44730759,-7.136648178,-1.260769367,-3.520032883,-4.700062275,lecture_059.wav,1126,medium
